,Player,Overs,Maidens,Runs,Wickets,Econ,Dots,4s,6s,Wd,Nb,Fantasy_Points,Teams,Opponent_Team,Match_Location,Toss_Winner,Choose_to
7225,Adam Zampa,3.0,0,27,0,9.0,3,2,1,0,0,0,Royal Challengers Bangalore,Rajasthan Royals,"Sheikh Zayed Stadium, Abu Dhabi",Rajasthan Royals,bat
7226,Shivam Dube,1.0,0,4,0,4.0,2,0,0,0,0,0,Royal Challengers Bangalore,Rajasthan Royals,"Sheikh Zayed Stadium, Abu Dhabi",Rajasthan Royals,bat
7227,Jofra Archer,4.0,0,18,1,4.5,15,3,0,0,0,31,Rajasthan Royals,Royal Challengers Bangalore,"Sheikh Zayed Stadium, Abu Dhabi",Rajasthan Royals,bat
7228,Jaydev Unadkat,3.0,0,31,0,10.33,3,2,1,0,0,0,Rajasthan Royals,Royal Challengers Bangalore,"Sheikh Zayed Stadium, Abu Dhabi",Rajasthan Royals,bat
7229,Shreyas Gopal,4.0,0,27,1,6.75,5,2,0,0,0,25,Rajasthan Royals,Royal Challengers Bangalore,"Sheikh Zayed Stadium, Abu Dhabi",Rajasthan Royals,bat
7230,Tom Curran,3.1,0,40,0,12.63,3,7,0,0,0,-6,Rajasthan Royals,Royal Challengers Bangalore,"Sheikh Zayed Stadium, Abu Dhabi",Rajasthan Royals,bat
7231,Rahul Tewatia,4.0,0,28,0,7.0,7,1,1,0,0,0,Rajasthan Royals,Royal Challengers Bangalore,"Sheikh Zayed Stadium, Abu Dhabi",Rajasthan Royals,bat
7232,Riyan Parag,1.0,0,13,0,13.0,3,1,1,1,0,0,Rajasthan Royals,Royal Challengers Bangalore,"Sheikh Zayed Stadium, Abu Dhabi",Rajasthan Royals,bat
7233,Pat Cummins,4.0,0,49,0,12.25,2,5,2,0,0,-6,Kolkata Knight Riders,Delhi Capitals,Sharjah Cricket Stadium,Kolkata Knight Riders,field
7234,Shivam Mavi,3.0,0,40,0,13.33,2,6,1,0,0,-6,Kolkata Knight Riders,Delhi Capitals,Sharjah Cricket Stadium,Kolkata Knight Riders,field
7235,Varun Chakravarthy,4.0,0,49,1,12.25,6,5,3,0,0,19,Kolkata Knight Riders,Delhi Capitals,Sharjah Cricket Stadium,Kolkata Knight Riders,field
7236,Sunil Narine,2.0,0,26,0,13.0,1,0,3,0,0,-6,Kolkata Knight Riders,Delhi Capitals,Sharjah Cricket Stadium,Kolkata Knight Riders,field
7237,Andre Russell,4.0,0,29,2,7.25,11,2,2,0,0,50,Kolkata Knight Riders,Delhi Capitals,Sharjah Cricket Stadium,Kolkata Knight Riders,field
7238,Kamlesh Nagarkoti,3.0,0,35,1,11.67,1,0,3,2,0,25,Kolkata Knight Riders,Delhi Capitals,Sharjah Cricket Stadium,Kolkata Knight Riders,field
7239,Kagiso Rabada,4.0,0,51,1,12.75,8,3,5,0,0,19,Delhi Capitals,Kolkata Knight Riders,Sharjah Cricket Stadium,Kolkata Knight Riders,field
7240,Anrich Nortje,4.0,0,33,3,8.25,11,2,2,0,0,79,Delhi Capitals,Kolkata Knight Riders,Sharjah Cricket Stadium,Kolkata Knight Riders,field
7241,Ravichandran Ashwin,2.0,0,26,0,13.0,1,1,2,1,0,-6,Delhi Capitals,Kolkata Knight Riders,Sharjah Cricket Stadium,Kolkata Knight Riders,field
7242,Marcus Stoinis,4.0,0,46,1,11.5,6,4,3,1,0,25,Delhi Capitals,Kolkata Knight Riders,Sharjah Cricket Stadium,Kolkata Knight Riders,field
7243,Harshal Patel,4.0,0,34,2,8.5,7,2,1,3,1,50,Delhi Capitals,Kolkata Knight Riders,Sharjah Cricket Stadium,Kolkata Knight Riders,field
7244,Amit Mishra,2.0,0,14,1,7.0,5,0,1,0,1,25,Delhi Capitals,Kolkata Knight Riders,Sharjah Cricket Stadium,Kolkata Knight Riders,field
7245,Deepak Chahar,4.0,0,31,2,7.75,11,5,0,2,0,50,Chennai Super Kings,Sunrisers Hyderabad,Dubai International Cricket Stadium,Sunrisers Hyderabad,bat
7246,Sam Curran,3.0,0,37,0,12.33,5,5,1,1,1,-6,Chennai Super Kings,Sunrisers Hyderabad,Dubai International Cricket Stadium,Sunrisers Hyderabad,bat
7247,Shardul Thakur,4.0,0,32,1,8.0,9,3,0,1,1,25,Chennai Super Kings,Sunrisers Hyderabad,Dubai International Cricket Stadium,Sunrisers Hyderabad,bat
7248,Dwayne Bravo,4.0,0,28,0,7.0,6,2,0,2,0,0,Chennai Super Kings,Sunrisers Hyderabad,Dubai International Cricket Stadium,Sunrisers Hyderabad,bat
7249,Piyush Chawla,3.0,0,20,1,6.67,7,3,0,0,0,25,Chennai Super Kings,Sunrisers Hyderabad,Dubai International Cricket Stadium,Sunrisers Hyderabad,bat
7250,Ravindra Jadeja,2.0,0,16,0,8.0,5,1,1,0,0,0,Chennai Super Kings,Sunrisers Hyderabad,Dubai International Cricket Stadium,Sunrisers Hyderabad,bat
7251,Bhuvneshwar Kumar,3.1,0,20,1,6.32,9,3,0,0,0,25,Sunrisers Hyderabad,Chennai Super Kings,Dubai International Cricket Stadium,Sunrisers Hyderabad,bat
7252,Khaleel Ahmed,3.5,0,34,0,8.87,9,3,1,2,0,0,Sunrisers Hyderabad,Chennai Super Kings,Dubai International Cricket Stadium,Sunrisers Hyderabad,bat
7253,T Natarajan,4.0,0,43,2,10.75,9,5,2,1,0,50,Sunrisers Hyderabad,Chennai Super Kings,Dubai International Cricket Stadium,Sunrisers Hyderabad,bat
7254,Abhishek Sharma,1.0,0,4,0,4.0,2,0,0,0,0,0,Sunrisers Hyderabad,Chennai Super Kings,Dubai International Cricket Stadium,Sunrisers Hyderabad,bat
7255,Rashid Khan,4.0,0,12,0,3.0,16,1,0,0,0,6,Sunrisers Hyderabad,Chennai Super Kings,Dubai International Cricket Stadium,Sunrisers Hyderabad,bat
7256,Abdul Samad,4.0,0,41,1,10.25,7,2,2,1,0,25,Sunrisers Hyderabad,Chennai Super Kings,Dubai International Cricket Stadium,Sunrisers Hyderabad,bat
7257,Glenn Maxwell,4.0,0,24,0,6.0,9,3,0,0,0,0,Punjab Kings,Mumbai Indians,Dubai International Cricket Stadium,Mumbai Indians,bat
7258,Mohammed Shami,4.0,0,30,2,7.5,12,4,0,0,0,50,Punjab Kings,Mumbai Indians,Dubai International Cricket Stadium,Mumbai Indians,bat
7259,Arshdeep Singh,3.0,0,35,2,11.67,8,3,3,1,0,50,Punjab Kings,Mumbai Indians,Dubai International Cricket Stadium,Mumbai Indians,bat
7260,Chris Jordan,3.0,0,32,1,10.67,6,1,3,0,0,25,Punjab Kings,Mumbai Indians,Dubai International Cricket Stadium,Mumbai Indians,bat
7261,Murugan Ashwin,3.0,0,28,0,9.33,7,4,1,0,0,0,Punjab Kings,Mumbai Indians,Dubai International Cricket Stadium,Mumbai Indians,bat
7262,Deepak Hooda,1.0,0,9,0,9.0,2,0,1,0,0,0,Punjab Kings,Mumbai Indians,Dubai International Cricket Stadium,Mumbai Indians,bat
7263,Ravi Bishnoi,2.0,0,12,1,6.0,5,0,1,0,0,25,Punjab Kings,Mumbai Indians,Dubai International Cricket Stadium,Mumbai Indians,bat
7264,Trent Boult,4.0,0,48,0,12.0,6,6,2,1,0,-6,Mumbai Indians,Punjab Kings,Dubai International Cricket Stadium,Mumbai Indians,bat
7265,Krunal Pandya,2.0,0,12,0,6.0,5,1,0,0,0,0,Mumbai Indians,Punjab Kings,Dubai International Cricket Stadium,Mumbai Indians,bat
7266,Jasprit Bumrah,4.0,0,24,3,6.0,12,1,1,1,0,79,Mumbai Indians,Punjab Kings,Dubai International Cricket Stadium,Mumbai Indians,bat
7267,Nathan Coulter-Nile,4.0,0,33,0,8.25,9,3,1,0,0,0,Mumbai Indians,Punjab Kings,Dubai International Cricket Stadium,Mumbai Indians,bat
7268,Kieron Pollard,2.0,0,26,0,13.0,3,1,2,2,0,-6,Mumbai Indians,Punjab Kings,Dubai International Cricket Stadium,Mumbai Indians,bat
7269,Rahul Chahar,4.0,0,33,2,8.25,9,2,2,0,0,50,Mumbai Indians,Punjab Kings,Dubai International Cricket Stadium,Mumbai Indians,bat
7270,Sandeep Sharma,4.0,0,31,0,7.75,8,3,1,0,0,0,Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,Sunrisers Hyderabad,field
7271,Jason Holder,4.0,0,33,3,8.25,11,3,1,2,0,79,Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,Sunrisers Hyderabad,field
7272,Vijay Shankar,3.0,0,15,1,5.0,8,1,0,0,0,25,Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,Sunrisers Hyderabad,field
7273,T Natarajan,4.0,0,46,0,11.5,5,4,2,1,0,0,Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,Sunrisers Hyderabad,field
7274,Rashid Khan,4.0,0,20,1,5.0,9,0,0,0,0,25,Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,Sunrisers Hyderabad,field
7275,Shahbaz Nadeem,1.0,0,9,0,9.0,0,1,0,0,0,0,Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,Sunrisers Hyderabad,field
7276,Jofra Archer,4.0,0,21,2,5.25,16,4,0,1,0,50,Rajasthan Royals,Sunrisers Hyderabad,Dubai International Cricket Stadium,Sunrisers Hyderabad,field
7277,Ankit Rajpoot,1.0,0,11,0,11.0,4,1,1,1,0,0,Rajasthan Royals,Sunrisers Hyderabad,Dubai International Cricket Stadium,Sunrisers Hyderabad,field
7278,Kartik Tyagi,3.1,0,42,0,13.26,7,4,3,2,0,-6,Rajasthan Royals,Sunrisers Hyderabad,Dubai International Cricket Stadium,Sunrisers Hyderabad,field
7279,Ben Stokes,2.0,0,24,0,12.0,5,0,3,1,0,-6,Rajasthan Royals,Sunrisers Hyderabad,Dubai International Cricket Stadium,Sunrisers Hyderabad,field
7280,Shreyas Gopal,4.0,0,32,0,8.0,7,3,1,0,0,0,Rajasthan Royals,Sunrisers Hyderabad,Dubai International Cricket Stadium,Sunrisers Hyderabad,field
7281,Rahul Tewatia,4.0,0,25,0,6.25,6,0,1,0,0,0,Rajasthan Royals,Sunrisers Hyderabad,Dubai International Cricket Stadium,Sunrisers Hyderabad,field
7282,Isuru Udana,4.0,0,40,1,10.0,5,4,1,1,0,25,Royal Challengers Bangalore,Delhi Capitals,Dubai International Cricket Stadium,Royal Challengers Bangalore,field
7283,Washington Sundar,4.0,0,20,0,5.0,9,1,0,0,0,0,Royal Challengers Bangalore,Delhi Capitals,Dubai International Cricket Stadium,Royal Challengers Bangalore,field
7284,Navdeep Saini,3.0,0,48,0,16.0,4,5,3,0,1,-6,Royal Challengers Bangalore,Delhi Capitals,Dubai International Cricket Stadium,Royal Challengers Bangalore,field
7285,Yuzvendra Chahal,3.0,0,29,0,9.67,4,3,1,0,0,0,Royal Challengers Bangalore,Delhi Capitals,Dubai International Cricket Stadium,Royal Challengers Bangalore,field
7286,Mohammed Siraj,4.0,0,34,2,8.5,11,4,1,1,1,50,Royal Challengers Bangalore,Delhi Capitals,Dubai International Cricket Stadium,Royal Challengers Bangalore,field
7287,Moeen Ali,2.0,0,21,1,10.5,2,1,1,2,0,25,Royal Challengers Bangalore,Delhi Capitals,Dubai International Cricket Stadium,Royal Challengers Bangalore,field
7288,Kagiso Rabada,4.0,0,24,4,6.0,9,2,0,2,0,108,Delhi Capitals,Royal Challengers Bangalore,Dubai International Cricket Stadium,Royal Challengers Bangalore,field
7289,Anrich Nortje,4.0,0,22,2,5.5,13,3,0,1,0,50,Delhi Capitals,Royal Challengers Bangalore,Dubai International Cricket Stadium,Royal Challengers Bangalore,field
7290,Ravichandran Ashwin,4.0,0,26,1,6.5,9,1,1,1,0,25,Delhi Capitals,Royal Challengers Bangalore,Dubai International Cricket Stadium,Royal Challengers Bangalore,field
7291,Axar Patel,4.0,0,18,2,4.5,10,1,0,0,0,56,Delhi Capitals,Royal Challengers Bangalore,Dubai International Cricket Stadium,Royal Challengers Bangalore,field
7292,Harshal Patel,4.0,0,43,0,10.75,5,4,1,2,0,0,Delhi Capitals,Royal Challengers Bangalore,Dubai International Cricket Stadium,Royal Challengers Bangalore,field
7293,Glenn Maxwell,2.0,0,21,1,10.5,4,1,2,0,0,25,Punjab Kings,Kolkata Knight Riders,Sharjah Cricket Stadium,Punjab Kings,field
7294,Mohammed Shami,4.0,0,35,3,8.75,13,3,3,0,0,79,Punjab Kings,Kolkata Knight Riders,Sharjah Cricket Stadium,Punjab Kings,field
7295,Arshdeep Singh,2.0,0,18,0,9.0,5,3,0,1,0,0,Punjab Kings,Kolkata Knight Riders,Sharjah Cricket Stadium,Punjab Kings,field
7296,Murugan Ashwin,4.0,0,27,1,6.75,13,2,2,0,0,25,Punjab Kings,Kolkata Knight Riders,Sharjah Cricket Stadium,Punjab Kings,field
7297,Chris Jordan,4.0,0,25,2,6.25,11,3,0,2,0,50,Punjab Kings,Kolkata Knight Riders,Sharjah Cricket Stadium,Punjab Kings,field
7298,Ravi Bishnoi,4.0,1,20,2,5.0,11,0,1,0,0,62,Punjab Kings,Kolkata Knight Riders,Sharjah Cricket Stadium,Punjab Kings,field
7299,Pat Cummins,4.0,0,31,0,7.75,13,3,2,0,0,0,Kolkata Knight Riders,Punjab Kings,Sharjah Cricket Stadium,Punjab Kings,field
7300,Prasidh Krishna,3.0,0,24,0,8.0,7,4,0,0,0,0,Kolkata Knight Riders,Punjab Kings,Sharjah Cricket Stadium,Punjab Kings,field
7301,Varun Chakravarthy,4.0,0,34,1,8.5,10,3,2,0,0,25,Kolkata Knight Riders,Punjab Kings,Sharjah Cricket Stadium,Punjab Kings,field
7302,Sunil Narine,4.0,0,27,0,6.75,9,0,2,0,0,0,Kolkata Knight Riders,Punjab Kings,Sharjah Cricket Stadium,Punjab Kings,field
7303,Lockie Ferguson,3.5,0,32,1,8.35,9,4,1,1,0,25,Kolkata Knight Riders,Punjab Kings,Sharjah Cricket Stadium,Punjab Kings,field
7304,Trent Boult,4.0,1,18,4,4.5,17,3,0,1,0,126,Mumbai Indians,Chennai Super Kings,Sharjah Cricket Stadium,Mumbai Indians,field
7305,Jasprit Bumrah,4.0,0,25,2,6.25,13,4,0,0,0,50,Mumbai Indians,Chennai Super Kings,Sharjah Cricket Stadium,Mumbai Indians,field
7306,Krunal Pandya,3.0,0,16,0,5.33,8,1,0,1,0,0,Mumbai Indians,Chennai Super Kings,Sharjah Cricket Stadium,Mumbai Indians,field
7307,Rahul Chahar,4.0,0,22,2,5.5,13,0,2,0,0,50,Mumbai Indians,Chennai Super Kings,Sharjah Cricket Stadium,Mumbai Indians,field
7308,Nathan Coulter-Nile,4.0,0,25,1,6.25,14,1,1,3,0,25,Mumbai Indians,Chennai Super Kings,Sharjah Cricket Stadium,Mumbai Indians,field
7309,Kieron Pollard,1.0,0,4,0,4.0,2,0,0,0,0,0,Mumbai Indians,Chennai Super Kings,Sharjah Cricket Stadium,Mumbai Indians,field
7310,Deepak Chahar,4.0,0,34,0,8.5,11,5,1,0,0,0,Chennai Super Kings,Mumbai Indians,Sharjah Cricket Stadium,Mumbai Indians,field
7311,Josh Hazlewood,2.0,0,17,0,8.5,7,4,0,0,0,0,Chennai Super Kings,Mumbai Indians,Sharjah Cricket Stadium,Mumbai Indians,field
7312,Imran Tahir,3.0,0,22,0,7.33,6,0,2,0,0,0,Chennai Super Kings,Mumbai Indians,Sharjah Cricket Stadium,Mumbai Indians,field
7313,Shardul Thakur,2.2,0,26,0,11.14,4,2,2,0,0,0,Chennai Super Kings,Mumbai Indians,Sharjah Cricket Stadium,Mumbai Indians,field
7314,Ravindra Jadeja,1.0,0,15,0,15.0,1,0,2,0,0,0,Chennai Super Kings,Mumbai Indians,Sharjah Cricket Stadium,Mumbai Indians,field
7315,Washington Sundar,3.0,0,25,0,8.33,7,4,0,0,0,0,Royal Challengers Bangalore,Rajasthan Royals,Dubai International Cricket Stadium,Rajasthan Royals,bat
7316,Chris Morris,4.0,0,26,4,6.5,12,1,1,4,0,108,Royal Challengers Bangalore,Rajasthan Royals,Dubai International Cricket Stadium,Rajasthan Royals,bat
7317,Isuru Udana,3.0,0,43,0,14.33,4,5,2,2,0,-6,Royal Challengers Bangalore,Rajasthan Royals,Dubai International Cricket Stadium,Rajasthan Royals,bat
7318,Navdeep Saini,4.0,0,30,0,7.5,6,3,0,0,0,0,Royal Challengers Bangalore,Rajasthan Royals,Dubai International Cricket Stadium,Rajasthan Royals,bat
7319,Yuzvendra Chahal,4.0,0,34,2,8.5,9,3,1,1,2,50,Royal Challengers Bangalore,Rajasthan Royals,Dubai International Cricket Stadium,Rajasthan Royals,bat
7320,Shahbaz Ahmed,2.0,0,18,0,9.0,3,1,1,0,0,0,Royal Challengers Bangalore,Rajasthan Royals,Dubai International Cricket Stadium,Rajasthan Royals,bat
7321,Jofra Archer,3.4,0,38,0,10.36,8,0,4,1,0,0,Rajasthan Royals,Royal Challengers Bangalore,Dubai International Cricket Stadium,Rajasthan Royals,bat
7322,Shreyas Gopal,4.0,0,32,1,8.0,5,0,1,1,0,25,Rajasthan Royals,Royal Challengers Bangalore,Dubai International Cricket Stadium,Rajasthan Royals,bat
7323,Kartik Tyagi,4.0,0,32,1,8.0,8,3,0,3,0,25,Rajasthan Royals,Royal Challengers Bangalore,Dubai International Cricket Stadium,Rajasthan Royals,bat
7324,Jaydev Unadkat,4.0,0,46,0,11.5,8,2,4,1,0,0,Rajasthan Royals,Royal Challengers Bangalore,Dubai International Cricket Stadium,Rajasthan Royals,bat
7325,Rahul Tewatia,4.0,0,30,1,7.5,8,0,1,5,1,25,Rajasthan Royals,Royal Challengers Bangalore,Dubai International Cricket Stadium,Rajasthan Royals,bat
7326,Mohammed Shami,4.0,0,30,1,7.5,11,5,0,0,0,25,Punjab Kings,Kolkata Knight Riders,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,bat
7327,Arshdeep Singh,4.0,1,25,1,6.25,15,4,0,2,0,37,Punjab Kings,Kolkata Knight Riders,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,bat
7328,Chris Jordan,4.0,0,37,0,9.25,8,4,1,1,0,0,Punjab Kings,Kolkata Knight Riders,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,bat
7329,Mujeeb Ur Rahman,4.0,0,44,0,11.0,6,3,2,1,0,0,Punjab Kings,Kolkata Knight Riders,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,bat
7330,Ravi Bishnoi,4.0,0,25,1,6.25,7,1,0,0,0,25,Punjab Kings,Kolkata Knight Riders,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,bat
7331,Pat Cummins,4.0,0,29,0,7.25,6,3,0,0,0,0,Kolkata Knight Riders,Punjab Kings,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,bat
7332,Prasidh Krishna,4.0,0,29,3,7.25,12,3,1,0,0,79,Kolkata Knight Riders,Punjab Kings,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,bat
7333,Kamlesh Nagarkoti,3.0,0,40,0,13.33,2,5,1,0,0,-6,Kolkata Knight Riders,Punjab Kings,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,bat
7334,Varun Chakravarthy,4.0,0,27,0,6.75,5,2,0,0,0,0,Kolkata Knight Riders,Punjab Kings,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,bat
7335,Sunil Narine,4.0,0,28,2,7.0,9,3,0,0,0,50,Kolkata Knight Riders,Punjab Kings,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,bat
7336,Nitish Rana,1.0,0,7,0,7.0,0,0,0,0,0,0,Kolkata Knight Riders,Punjab Kings,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,bat
7337,Anrich Nortje,4.0,0,37,1,9.25,11,6,0,3,0,25,Delhi Capitals,Sunrisers Hyderabad,Dubai International Cricket Stadium,Delhi Capitals,field
7338,Kagiso Rabada,4.0,0,54,0,13.5,6,7,2,0,0,-6,Delhi Capitals,Sunrisers Hyderabad,Dubai International Cricket Stadium,Delhi Capitals,field
7339,Ravichandran Ashwin,3.0,0,35,1,11.67,4,4,1,0,0,25,Delhi Capitals,Sunrisers Hyderabad,Dubai International Cricket Stadium,Delhi Capitals,field
7340,Axar Patel,4.0,0,36,0,9.0,7,3,1,1,0,0,Delhi Capitals,Sunrisers Hyderabad,Dubai International Cricket Stadium,Delhi Capitals,field
7341,Tushar Deshpande,3.0,0,35,0,11.67,3,4,1,0,0,0,Delhi Capitals,Sunrisers Hyderabad,Dubai International Cricket Stadium,Delhi Capitals,field
7342,Marcus Stoinis,2.0,0,15,0,7.5,2,1,0,0,0,0,Delhi Capitals,Sunrisers Hyderabad,Dubai International Cricket Stadium,Delhi Capitals,field
7343,Sandeep Sharma,4.0,0,27,2,6.75,11,4,0,2,0,50,Sunrisers Hyderabad,Delhi Capitals,Dubai International Cricket Stadium,Delhi Capitals,field
7344,Shahbaz Nadeem,1.0,0,8,1,8.0,2,1,0,1,0,25,Sunrisers Hyderabad,Delhi Capitals,Dubai International Cricket Stadium,Delhi Capitals,field
7345,Jason Holder,4.0,0,46,1,11.5,6,5,2,1,0,25,Sunrisers Hyderabad,Delhi Capitals,Dubai International Cricket Stadium,Delhi Capitals,field
7346,Rashid Khan,4.0,0,7,3,1.75,17,0,0,0,0,85,Sunrisers Hyderabad,Delhi Capitals,Dubai International Cricket Stadium,Delhi Capitals,field
7347,T Natarajan,4.0,0,26,2,6.5,11,2,1,0,0,50,Sunrisers Hyderabad,Delhi Capitals,Dubai International Cricket Stadium,Delhi Capitals,field
7348,Vijay Shankar,1.5,0,11,1,6.0,3,1,0,0,0,25,Sunrisers Hyderabad,Delhi Capitals,Dubai International Cricket Stadium,Delhi Capitals,field
7349,David Warner,0.1,0,2,0,12.0,0,0,0,1,0,0,Sunrisers Hyderabad,Delhi Capitals,Dubai International Cricket Stadium,Delhi Capitals,field
7350,Deepak Chahar,3.0,0,10,1,3.33,10,0,0,1,0,31,Chennai Super Kings,Royal Challengers Bangalore,Dubai International Cricket Stadium,Royal Challengers Bangalore,bat
7351,Sam Curran,4.0,0,48,1,12.0,6,1,4,5,0,19,Chennai Super Kings,Royal Challengers Bangalore,Dubai International Cricket Stadium,Royal Challengers Bangalore,bat
7352,Shardul Thakur,4.0,0,40,2,10.0,9,4,1,1,1,50,Chennai Super Kings,Royal Challengers Bangalore,Dubai International Cricket Stadium,Royal Challengers Bangalore,bat
7353,Dwayne Bravo,3.0,0,29,0,9.67,2,2,0,2,0,0,Chennai Super Kings,Royal Challengers Bangalore,Dubai International Cricket Stadium,Royal Challengers Bangalore,bat
7354,Karn Sharma,4.0,0,34,0,8.5,5,1,2,1,0,0,Chennai Super Kings,Royal Challengers Bangalore,Dubai International Cricket Stadium,Royal Challengers Bangalore,bat
7355,Ravindra Jadeja,2.0,0,7,0,3.5,6,0,0,0,0,6,Chennai Super Kings,Royal Challengers Bangalore,Dubai International Cricket Stadium,Royal Challengers Bangalore,bat
7356,Chris Morris,4.0,0,19,3,4.75,14,2,0,0,0,85,Royal Challengers Bangalore,Chennai Super Kings,Dubai International Cricket Stadium,Royal Challengers Bangalore,bat
7357,Navdeep Saini,4.0,0,18,0,4.5,16,2,0,3,0,6,Royal Challengers Bangalore,Chennai Super Kings,Dubai International Cricket Stadium,Royal Challengers Bangalore,bat
7358,Isuru Udana,4.0,0,30,1,7.5,5,2,0,0,0,25,Royal Challengers Bangalore,Chennai Super Kings,Dubai International Cricket Stadium,Royal Challengers Bangalore,bat
7359,Washington Sundar,3.0,0,16,2,5.33,7,1,0,0,0,50,Royal Challengers Bangalore,Chennai Super Kings,Dubai International Cricket Stadium,Royal Challengers Bangalore,bat
7360,Yuzvendra Chahal,4.0,0,35,1,8.75,6,3,1,1,0,25,Royal Challengers Bangalore,Chennai Super Kings,Dubai International Cricket Stadium,Royal Challengers Bangalore,bat
7361,Shivam Dube,1.0,0,14,0,14.0,0,2,0,1,0,0,Royal Challengers Bangalore,Chennai Super Kings,Dubai International Cricket Stadium,Royal Challengers Bangalore,bat
7362,Trent Boult,4.0,0,32,1,8.0,10,4,1,1,0,25,Mumbai Indians,Kolkata Knight Riders,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,bat
7363,Nathan Coulter-Nile,4.0,0,51,1,12.75,8,5,3,3,0,19,Mumbai Indians,Kolkata Knight Riders,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,bat
7364,Jasprit Bumrah,4.0,0,22,1,5.5,12,2,0,1,0,25,Mumbai Indians,Kolkata Knight Riders,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,bat
7365,Krunal Pandya,4.0,0,23,0,5.75,11,1,1,0,0,0,Mumbai Indians,Kolkata Knight Riders,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,bat
7366,Rahul Chahar,4.0,0,18,2,4.5,13,1,0,0,0,56,Mumbai Indians,Kolkata Knight Riders,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,bat
7367,Chris Green,2.5,0,24,0,8.47,6,4,0,0,0,0,Kolkata Knight Riders,Mumbai Indians,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,bat
7368,Pat Cummins,3.0,0,28,0,9.33,10,5,1,0,0,0,Kolkata Knight Riders,Mumbai Indians,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,bat
7369,Prasidh Krishna,2.0,0,30,0,15.0,2,5,1,0,0,-6,Kolkata Knight Riders,Mumbai Indians,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,bat
7370,Andre Russell,2.0,0,15,0,7.5,5,1,1,0,0,0,Kolkata Knight Riders,Mumbai Indians,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,bat
7371,Varun Chakravarthy,4.0,0,23,1,5.75,10,0,1,0,0,25,Kolkata Knight Riders,Mumbai Indians,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,bat
7372,Shivam Mavi,3.0,0,24,1,8.0,9,3,1,0,0,25,Kolkata Knight Riders,Mumbai Indians,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,bat
7373,Jaydev Unadkat,3.0,0,30,0,10.0,5,2,1,2,0,0,Rajasthan Royals,Punjab Kings,Sharjah Cricket Stadium,Rajasthan Royals,field
7374,Ankit Rajpoot,4.0,0,39,1,9.75,7,5,1,1,1,25,Rajasthan Royals,Punjab Kings,Sharjah Cricket Stadium,Rajasthan Royals,field
7375,Jofra Archer,4.0,0,46,0,11.5,9,6,2,1,0,0,Rajasthan Royals,Punjab Kings,Sharjah Cricket Stadium,Rajasthan Royals,field
7376,Shreyas Gopal,4.0,0,44,0,11.0,4,2,3,1,0,0,Rajasthan Royals,Punjab Kings,Sharjah Cricket Stadium,Rajasthan Royals,field
7377,Rahul Tewatia,1.0,0,19,0,19.0,0,1,2,0,0,0,Rajasthan Royals,Punjab Kings,Sharjah Cricket Stadium,Rajasthan Royals,field
7378,Tom Curran,4.0,0,44,1,11.0,4,4,2,1,0,25,Rajasthan Royals,Punjab Kings,Sharjah Cricket Stadium,Rajasthan Royals,field
7379,Sheldon Cottrell,3.0,0,52,1,17.33,8,3,6,3,0,19,Punjab Kings,Rajasthan Royals,Sharjah Cricket Stadium,Rajasthan Royals,field
7380,Mohammed Shami,4.0,0,53,3,13.25,8,4,4,1,0,73,Punjab Kings,Rajasthan Royals,Sharjah Cricket Stadium,Rajasthan Royals,field
