,Player,Runs,Balls,4s,6s,Fantasy_Points,Teams,Opponent_Team,Toss_Winner,Choose_to,Match_Location,strike_rate
6474,Gautam Gambhir,90,60,13,1,105,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",150.0
6475,Andre Russell,2,5,0,0,-4,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",40.0
6476,Manish Pandey,11,11,0,0,11,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",100.0
6477,Rohit Sharma,7,9,1,0,8,Mumbai Indians,Gujarat Lions,Gujarat Lions,field,"Wankhede Stadium, Mumbai",77.78
6478,Parthiv Patel,34,29,2,2,40,Mumbai Indians,Gujarat Lions,Gujarat Lions,field,"Wankhede Stadium, Mumbai",117.24
6479,Hardik Pandya,2,6,0,0,-4,Mumbai Indians,Gujarat Lions,Gujarat Lions,field,"Wankhede Stadium, Mumbai",33.33
6480,Jos Buttler,16,21,3,0,19,Mumbai Indians,Gujarat Lions,Gujarat Lions,field,"Wankhede Stadium, Mumbai",76.19
6481,Kieron Pollard,1,3,0,0,-5,Mumbai Indians,Gujarat Lions,Gujarat Lions,field,"Wankhede Stadium, Mumbai",33.33
6482,Ambati Rayudu,20,19,0,1,22,Mumbai Indians,Gujarat Lions,Gujarat Lions,field,"Wankhede Stadium, Mumbai",105.26
6483,Harbhajan Singh,8,13,1,0,9,Mumbai Indians,Gujarat Lions,Gujarat Lions,field,"Wankhede Stadium, Mumbai",61.54
6484,Krunal Pandya,20,11,3,0,29,Mumbai Indians,Gujarat Lions,Gujarat Lions,field,"Wankhede Stadium, Mumbai",181.82
6485,Tim Southee,25,11,1,2,36,Mumbai Indians,Gujarat Lions,Gujarat Lions,field,"Wankhede Stadium, Mumbai",227.27
6486,Mitchell McClenaghan,0,0,0,0,-2,Mumbai Indians,Gujarat Lions,Gujarat Lions,field,"Wankhede Stadium, Mumbai",
6487,Aaron Finch,67,54,7,1,76,Gujarat Lions,Mumbai Indians,Gujarat Lions,field,"Wankhede Stadium, Mumbai",124.07
6488,Brendon McCullum,6,4,0,1,8,Gujarat Lions,Mumbai Indians,Gujarat Lions,field,"Wankhede Stadium, Mumbai",150.0
6489,Suresh Raina,27,22,3,1,32,Gujarat Lions,Mumbai Indians,Gujarat Lions,field,"Wankhede Stadium, Mumbai",122.73
6490,Dinesh Karthik,9,11,1,0,10,Gujarat Lions,Mumbai Indians,Gujarat Lions,field,"Wankhede Stadium, Mumbai",81.82
6491,Dwayne Bravo,2,6,0,0,-4,Gujarat Lions,Mumbai Indians,Gujarat Lions,field,"Wankhede Stadium, Mumbai",33.33
6492,Akshdeep Nath,12,11,1,0,13,Gujarat Lions,Mumbai Indians,Gujarat Lions,field,"Wankhede Stadium, Mumbai",109.09
6493,James Faulkner,7,8,1,0,8,Gujarat Lions,Mumbai Indians,Gujarat Lions,field,"Wankhede Stadium, Mumbai",87.5
6494,Praveen Kumar,0,2,0,0,-2,Gujarat Lions,Mumbai Indians,Gujarat Lions,field,"Wankhede Stadium, Mumbai",0.0
6495,Dhawal Kulkarni,6,3,1,0,13,Gujarat Lions,Mumbai Indians,Gujarat Lions,field,"Wankhede Stadium, Mumbai",200.0
6496,Ajinkya Rahane,9,11,2,0,11,Rising Pune Supergiant,Punjab Kings,Rising Pune Supergiant,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",81.82
6497,Faf du Plessis,67,53,8,0,75,Rising Pune Supergiant,Punjab Kings,Rising Pune Supergiant,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",126.42
6498,Kevin Pietersen,15,15,2,0,17,Rising Pune Supergiant,Punjab Kings,Rising Pune Supergiant,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",100.0
6499,Thisara Perera,8,9,1,0,9,Rising Pune Supergiant,Punjab Kings,Rising Pune Supergiant,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",88.89
6500,Steven Smith,38,26,5,0,43,Rising Pune Supergiant,Punjab Kings,Rising Pune Supergiant,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",146.15
6501,MS Dhoni,1,2,0,0,1,Rising Pune Supergiant,Punjab Kings,Rising Pune Supergiant,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",50.0
6502,Irfan Pathan,2,2,0,0,2,Rising Pune Supergiant,Punjab Kings,Rising Pune Supergiant,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",100.0
6503,Ravichandran Ashwin,1,2,0,0,1,Rising Pune Supergiant,Punjab Kings,Rising Pune Supergiant,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",50.0
6504,Murali Vijay,53,49,5,2,62,Punjab Kings,Rising Pune Supergiant,Rising Pune Supergiant,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",108.16
6505,Manan Vohra,51,33,7,0,58,Punjab Kings,Rising Pune Supergiant,Rising Pune Supergiant,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",154.55
6506,Shaun Marsh,4,6,0,0,4,Punjab Kings,Rising Pune Supergiant,Rising Pune Supergiant,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",66.67
6507,David Miller,7,6,0,0,7,Punjab Kings,Rising Pune Supergiant,Rising Pune Supergiant,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",116.67
6508,Glenn Maxwell,32,14,3,2,45,Punjab Kings,Rising Pune Supergiant,Rising Pune Supergiant,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",228.57
6509,Wriddhiman Saha,4,4,0,0,4,Punjab Kings,Rising Pune Supergiant,Rising Pune Supergiant,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",100.0
6510,Chris Gayle,0,3,0,0,-2,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,"M.Chinnaswamy Stadium, Bengaluru",0.0
6511,Virat Kohli,79,48,7,3,92,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,"M.Chinnaswamy Stadium, Bengaluru",164.58
6512,AB de Villiers,55,33,9,1,66,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,"M.Chinnaswamy Stadium, Bengaluru",166.67
6513,Shane Watson,33,19,2,3,47,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,"M.Chinnaswamy Stadium, Bengaluru",173.68
6514,Sarfaraz Khan,1,2,0,0,1,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,"M.Chinnaswamy Stadium, Bengaluru",50.0
6515,Kedar Jadhav,9,11,1,0,10,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,"M.Chinnaswamy Stadium, Bengaluru",81.82
6516,David Wiese,5,4,0,0,5,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,"M.Chinnaswamy Stadium, Bengaluru",125.0
6517,Quinton de Kock,108,51,15,3,151,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,field,"M.Chinnaswamy Stadium, Bengaluru",211.76
6518,Shreyas Iyer,0,4,0,0,-2,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,field,"M.Chinnaswamy Stadium, Bengaluru",0.0
6519,Sanju Samson,9,14,0,0,9,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,field,"M.Chinnaswamy Stadium, Bengaluru",64.29
6520,Karun Nair,54,42,6,1,62,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,field,"M.Chinnaswamy Stadium, Bengaluru",128.57
6521,Jean Paul Duminy,7,5,1,0,8,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,field,"M.Chinnaswamy Stadium, Bengaluru",140.0
6522,Martin Guptill,2,4,0,0,2,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",50.0
6523,Parthiv Patel,10,12,2,0,12,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",83.33
6524,Ambati Rayudu,54,49,3,2,61,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",110.2
6525,Rohit Sharma,5,8,0,0,5,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",62.5
6526,Jos Buttler,11,11,1,0,12,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",100.0
6527,Krunal Pandya,49,28,3,3,64,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",175.0
6528,Hardik Pandya,2,5,0,0,-4,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",40.0
6529,Harbhajan Singh,1,3,0,0,-5,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",33.33
6530,David Warner,90,59,7,4,105,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",152.54
6531,Shikhar Dhawan,2,4,0,0,2,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",50.0
6532,Moises Henriques,20,22,1,1,23,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",90.91
6533,Eoin Morgan,11,12,1,0,12,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",91.67
6534,Deepak Hooda,17,9,2,0,25,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",188.89
6535,Murali Vijay,26,22,4,0,30,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",118.18
6536,Manan Vohra,8,12,0,0,8,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",66.67
6537,Shaun Marsh,56,41,5,1,63,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",136.59
6538,Wriddhiman Saha,8,14,0,0,8,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",57.14
6539,David Miller,6,6,1,0,7,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",100.0
6540,Glenn Maxwell,4,7,0,0,4,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",57.14
6541,Axar Patel,9,8,0,0,9,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",112.5
6542,Mohit Sharma,1,3,0,0,-5,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",33.33
6543,Pardeep Sahu,1,1,0,0,1,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",100.0
6544,Kyle Abbott,12,6,0,1,20,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",200.0
6545,Robin Uthappa,53,28,9,0,68,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",189.29
6546,Gautam Gambhir,34,34,3,0,37,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",100.0
6547,Manish Pandey,12,11,1,0,13,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",109.09
6548,Shakib Al Hasan,11,15,1,0,12,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",73.33
6549,Suryakumar Yadav,11,9,2,0,13,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",122.22
6550,Yusuf Pathan,12,6,2,0,20,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",200.0
6551,Virat Kohli,33,30,3,0,36,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,"Wankhede Stadium, Mumbai",110.0
6552,KL Rahul,23,14,2,2,29,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,"Wankhede Stadium, Mumbai",164.29
6553,AB de Villiers,29,21,3,1,34,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,"Wankhede Stadium, Mumbai",138.1
6554,Shane Watson,5,10,0,0,5,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,"Wankhede Stadium, Mumbai",50.0
6555,Travis Head,37,24,2,2,43,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,"Wankhede Stadium, Mumbai",154.17
6556,Sarfaraz Khan,28,18,2,2,34,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,"Wankhede Stadium, Mumbai",155.56
6557,Stuart Binny,1,2,0,0,1,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,"Wankhede Stadium, Mumbai",50.0
6558,Harshal Patel,0,0,0,0,-2,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,"Wankhede Stadium, Mumbai",
6559,Kane Richardson,1,1,0,0,1,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,"Wankhede Stadium, Mumbai",100.0
6560,Rohit Sharma,62,44,4,3,72,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,field,"Wankhede Stadium, Mumbai",140.91
6561,Parthiv Patel,5,6,1,0,6,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,field,"Wankhede Stadium, Mumbai",83.33
6562,Ambati Rayudu,31,23,5,0,36,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,field,"Wankhede Stadium, Mumbai",134.78
6563,Jos Buttler,28,14,2,2,40,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,field,"Wankhede Stadium, Mumbai",200.0
6564,Kieron Pollard,39,19,4,3,55,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,field,"Wankhede Stadium, Mumbai",205.26
6565,Hardik Pandya,2,3,0,0,2,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,field,"Wankhede Stadium, Mumbai",66.67
6566,Aaron Finch,0,4,0,0,-2,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Saurashtra Cricket Association Stadium, Rajkot",0.0
6567,Brendon McCullum,18,17,1,1,21,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Saurashtra Cricket Association Stadium, Rajkot",105.88
6568,Suresh Raina,75,51,9,0,84,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Saurashtra Cricket Association Stadium, Rajkot",147.06
6569,Dinesh Karthik,8,9,1,0,9,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Saurashtra Cricket Association Stadium, Rajkot",88.89
6570,Dwayne Bravo,8,12,0,0,8,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Saurashtra Cricket Association Stadium, Rajkot",66.67
6571,Ravindra Jadeja,14,14,0,0,14,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Saurashtra Cricket Association Stadium, Rajkot",100.0
6572,Akshdeep Nath,5,10,0,0,5,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Saurashtra Cricket Association Stadium, Rajkot",50.0
6573,Dale Steyn,1,2,0,0,1,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Saurashtra Cricket Association Stadium, Rajkot",50.0
6574,Praveen Kumar,1,1,0,0,1,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Saurashtra Cricket Association Stadium, Rajkot",100.0
6575,David Warner,74,48,9,0,83,Sunrisers Hyderabad,Gujarat Lions,Sunrisers Hyderabad,field,"Saurashtra Cricket Association Stadium, Rajkot",154.17
6576,Shikhar Dhawan,53,41,5,0,58,Sunrisers Hyderabad,Gujarat Lions,Sunrisers Hyderabad,field,"Saurashtra Cricket Association Stadium, Rajkot",129.27
6577,Virat Kohli,80,63,7,2,91,Royal Challengers Bangalore,Rising Pune Supergiant,Rising Pune Supergiant,field,"Maharashtra Cricket Association Stadium, Pune",126.98
6578,KL Rahul,7,10,1,0,8,Royal Challengers Bangalore,Rising Pune Supergiant,Rising Pune Supergiant,field,"Maharashtra Cricket Association Stadium, Pune",70.0
6579,AB de Villiers,83,46,6,4,103,Royal Challengers Bangalore,Rising Pune Supergiant,Rising Pune Supergiant,field,"Maharashtra Cricket Association Stadium, Pune",180.43
6580,Shane Watson,1,1,0,0,1,Royal Challengers Bangalore,Rising Pune Supergiant,Rising Pune Supergiant,field,"Maharashtra Cricket Association Stadium, Pune",100.0
6581,Sarfaraz Khan,2,1,0,0,8,Royal Challengers Bangalore,Rising Pune Supergiant,Rising Pune Supergiant,field,"Maharashtra Cricket Association Stadium, Pune",200.0
6582,Ajinkya Rahane,60,46,8,0,68,Rising Pune Supergiant,Royal Challengers Bangalore,Rising Pune Supergiant,field,"Maharashtra Cricket Association Stadium, Pune",130.43
6583,Faf du Plessis,2,3,0,0,2,Rising Pune Supergiant,Royal Challengers Bangalore,Rising Pune Supergiant,field,"Maharashtra Cricket Association Stadium, Pune",66.67
6584,Kevin Pietersen,0,1,0,0,-2,Rising Pune Supergiant,Royal Challengers Bangalore,Rising Pune Supergiant,field,"Maharashtra Cricket Association Stadium, Pune",0.0
6585,Steven Smith,4,3,1,0,5,Rising Pune Supergiant,Royal Challengers Bangalore,Rising Pune Supergiant,field,"Maharashtra Cricket Association Stadium, Pune",133.33
6586,MS Dhoni,41,38,3,0,44,Rising Pune Supergiant,Royal Challengers Bangalore,Rising Pune Supergiant,field,"Maharashtra Cricket Association Stadium, Pune",107.89
6587,Thisara Perera,34,13,3,3,49,Rising Pune Supergiant,Royal Challengers Bangalore,Rising Pune Supergiant,field,"Maharashtra Cricket Association Stadium, Pune",261.54
6588,Rajat Bhatia,21,11,1,1,30,Rising Pune Supergiant,Royal Challengers Bangalore,Rising Pune Supergiant,field,"Maharashtra Cricket Association Stadium, Pune",190.91
6589,Ravichandran Ashwin,0,1,0,0,-2,Rising Pune Supergiant,Royal Challengers Bangalore,Rising Pune Supergiant,field,"Maharashtra Cricket Association Stadium, Pune",0.0
6590,Ankit Sharma,3,3,0,0,3,Rising Pune Supergiant,Royal Challengers Bangalore,Rising Pune Supergiant,field,"Maharashtra Cricket Association Stadium, Pune",100.0
6591,Murugan Ashwin,0,1,0,0,-2,Rising Pune Supergiant,Royal Challengers Bangalore,Rising Pune Supergiant,field,"Maharashtra Cricket Association Stadium, Pune",0.0
6592,Ishant Sharma,0,0,0,0,-2,Rising Pune Supergiant,Royal Challengers Bangalore,Rising Pune Supergiant,field,"Maharashtra Cricket Association Stadium, Pune",
6593,Quinton de Kock,9,7,2,0,11,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,"Arun Jaitley Stadium, Delhi",128.57
6594,Shreyas Iyer,19,20,1,1,22,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,"Arun Jaitley Stadium, Delhi",95.0
6595,Sanju Samson,60,48,4,2,68,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,"Arun Jaitley Stadium, Delhi",125.0
6596,Karun Nair,5,5,1,0,6,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,"Arun Jaitley Stadium, Delhi",100.0
6597,Jean Paul Duminy,49,31,3,2,56,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,"Arun Jaitley Stadium, Delhi",158.06
6598,Pawan Negi,10,10,1,0,11,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,"Arun Jaitley Stadium, Delhi",100.0
6599,Rohit Sharma,65,48,7,1,74,Mumbai Indians,Delhi Capitals,Mumbai Indians,field,"Arun Jaitley Stadium, Delhi",135.42
6600,Parthiv Patel,1,4,0,0,-5,Mumbai Indians,Delhi Capitals,Mumbai Indians,field,"Arun Jaitley Stadium, Delhi",25.0
6601,Ambati Rayudu,25,23,4,0,29,Mumbai Indians,Delhi Capitals,Mumbai Indians,field,"Arun Jaitley Stadium, Delhi",108.7
6602,Krunal Pandya,36,17,4,2,50,Mumbai Indians,Delhi Capitals,Mumbai Indians,field,"Arun Jaitley Stadium, Delhi",211.76
6603,Jos Buttler,2,6,0,0,-4,Mumbai Indians,Delhi Capitals,Mumbai Indians,field,"Arun Jaitley Stadium, Delhi",33.33
6604,Kieron Pollard,19,18,0,1,21,Mumbai Indians,Delhi Capitals,Mumbai Indians,field,"Arun Jaitley Stadium, Delhi",105.56
6605,Hardik Pandya,2,2,0,0,2,Mumbai Indians,Delhi Capitals,Mumbai Indians,field,"Arun Jaitley Stadium, Delhi",100.0
6606,Harbhajan Singh,0,1,0,0,-2,Mumbai Indians,Delhi Capitals,Mumbai Indians,field,"Arun Jaitley Stadium, Delhi",0.0
6607,Tim Southee,1,1,0,0,1,Mumbai Indians,Delhi Capitals,Mumbai Indians,field,"Arun Jaitley Stadium, Delhi",100.0
6608,Murali Vijay,2,3,0,0,2,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",66.67
6609,Manan Vohra,25,23,3,1,30,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",108.7
6610,Shaun Marsh,40,34,3,2,47,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",117.65
6611,David Miller,9,11,1,0,10,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",81.82
6612,Glenn Maxwell,1,2,0,0,1,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",50.0
6613,Nikhil Naik,22,28,1,0,23,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",78.57
6614,Axar Patel,36,17,1,3,49,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",211.76
6615,Rishi Dhawan,3,2,0,0,3,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",150.0
6616,David Warner,59,31,7,3,78,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",190.32
6617,Shikhar Dhawan,45,44,4,0,49,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",102.27
6618,Aditya Tare,0,1,0,0,-2,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",0.0
6619,Eoin Morgan,25,20,2,1,29,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",125.0
6620,Deepak Hooda,5,5,0,0,5,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",100.0
6621,Moises Henriques,5,4,1,0,6,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",125.0
6622,Naman Ojha,2,2,0,0,2,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",100.0
6623,Virat Kohli,100,63,11,1,129,Royal Challengers Bangalore,Gujarat Lions,Royal Challengers Bangalore,bat,"Saurashtra Cricket Association Stadium, Rajkot",158.73
6624,Shane Watson,6,6,1,0,7,Royal Challengers Bangalore,Gujarat Lions,Royal Challengers Bangalore,bat,"Saurashtra Cricket Association Stadium, Rajkot",100.0
6625,AB de Villiers,20,16,2,0,22,Royal Challengers Bangalore,Gujarat Lions,Royal Challengers Bangalore,bat,"Saurashtra Cricket Association Stadium, Rajkot",125.0
6626,KL Rahul,51,35,4,3,61,Royal Challengers Bangalore,Gujarat Lions,Royal Challengers Bangalore,bat,"Saurashtra Cricket Association Stadium, Rajkot",145.71
6627,Dwayne Smith,32,21,3,2,39,Gujarat Lions,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,"Saurashtra Cricket Association Stadium, Rajkot",152.38
